USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
727770,94012,HAVRE CITY-COUNTY AIRPORT,US,MT,KHVR,48.543,-109.764,788.2,19730101,20250827
727790,24146,GLACIER PARK INTERNATIONAL AIRPORT,US,MT,KGPI,48.304,-114.264,903.2,19730101,20250825
727810,24243,YAKIMA AIR TERMINAL/MCALSR FIELD AP,US,WA,KYKM,46.564,-120.535,321,19730101,20250827
727815,24237,STAMPASS PASS FLTWO,US,WA,KSMP,47.277,-121.337,1206.7,19730101,20250825
727825,94239,PANGBORN MEMORIAL AIRPORT,US,WA,KEAT,47.397,-120.201,377.5,20000101,20250827
727827,24110,GRANT COUNTY INTL AIRPORT,US,WA,KMWH,47.193,-119.315,356.3,19430610,20250827
727830,24149,LEWISTON-NEZ PERCE COUNTY AIRPORT,US,ID,KLWS,46.375,-117.015,435.8,19730101,20250827
727834,24136,COEUR D'ALENE AIR TERM APT,US,ID,KCOE,47.767,-116.817,703.2,20060101,20250825
727845,24163,TRI-CITIES AIRPORT,US,WA,KPSC,46.27,-119.118,122.1,19730101,20250827
727846,24160,WALLA WALLA REGIONAL ARPT,US,WA,KALW,46.095,-118.286,356.7,19410901,20250827
727850,24157,SPOKANE INTERNATIONAL AIRPORT,US,WA,KGEG,47.622,-117.528,717.7,19410811,20250827
727855,24114,FAIRCHILD AIR FORCE BASE,US,WA,KSKA,47.633,-117.65,750.1,19400401,20250825
727856,94176,FELTS FIELD AIRPORT,US,WA,KSFF,47.686,-117.321,594.6,20060101,20250827
727857,94129,PULLMAN/MOSCOW RGNL ARPT,US,WA,KPUW,46.744,-117.116,775.7,20060101,20250827
727870,94119,DEER PARK AIRPORT,US,WA,KDEW,47.974,-117.429,672,20100801,20250827
727873,99999,COLVILLE MUNICIPAL ARPT,US,WA,K63S,48.544,-117.884,575,19890908,20250824
727883,24220,BOWERS FIELD AIRPORT,US,WA,KELN,47.034,-120.531,532.5,19880106,20250827
727884,99999,RICHLAND AIRPORT,US,WA,KRLD,46.306,-119.304,120.1,19810203,20250824
727885,94266,WILLIAM R FAIRCHILD INT AP,US,WA,KCLM,48.122,-123.507,83.2,20060101,20250827
727890,94197,OMAK AIRPORT,US,WA,KOMK,48.461,-119.521,397.4,20060101,20250827
727900,24141,EPHRATA MUNICIPAL AIRPORT,US,WA,KEPH,47.308,-119.516,382.1,20050101,20250827
727910,94224,ASTORIA REGIONAL AIRPORT,US,OR,KAST,46.157,-123.883,3.4,19730101,20250827
727918,94298,PEARSON FIELD AIRPORT,US,WA,KVUO,45.621,-122.654,6.6,20060101,20250827
727920,24227,OLYMPIA AIRPORT,US,WA,KOLM,46.974,-122.905,60.9,19730101,20250827
727923,94225,BOWERMAN AIRPORT,US,WA,KHQM,46.973,-123.931,4.5,19910108,20250827
727924,24223,KELSO-LONGVIEW AIRPORT,US,WA,KKLS,46.117,-122.894,6.1,19900208,20250825
727925,94227,SANDERSON FIELD AIRPORT,US,WA,KSHN,47.238,-123.141,84.2,19990101,20250827
727928,94263,BREMERTON NATIONAL AIRPORT,US,WA,KPWT,47.483,-122.767,135.3,20060101,20250825
727930,24233,SEATTLE-TACOMA INTERNATIONAL AIRPORT,US,WA,KSEA,47.445,-122.314,112.5,19480101,20250827
727934,94248,RENTON MUNICIPAL AIRPORT,US,WA,KRNT,47.495,-122.214,5.5,20060101,20250825
727935,24234,BOEING FLD/KING CO INTL AP,US,WA,KBFI,47.546,-122.315,7.6,19431001,20250827
727937,24222,SNOHOMISH CO (PAINE FD) AP,US,WA,KPAE,47.923,-122.283,167.1,20060101,20250827
727938,94274,TACOMA NARROWS AIRPORT,US,WA,KTIW,47.267,-122.576,88.4,20060101,20250827
727945,4205,ARLINGTON MUNICIPAL ARPT,US,WA,KAWO,48.161,-122.159,41.8,20060101,20250825
727970,94240,QUILLAYUTE AIRPORT,US,WA,KUIL,47.937,-124.558,56.4,19730101,20250827
727976,24217,BELLINGHAM INTL AIRPORT,US,WA,KBLI,48.799,-122.541,45.9,19480101,20250827
727985,94276,FRIDAY HARBOR AIRPORT,US,WA,KFHR,48.52,-123.026,34.2,20060101,20250827
740001,54793,SUSSEX AIRPORT,US,NJ,KFWN,41.199,-74.626,127.5,20060101,20250827
740002,3042,LA VETA PASS AWOS-3 ARPT,US,CO,KVTP,37.5,-105.167,3114.1,20060101,20250815
740030,24103,MICHAEL AAF AIRPORT,US,UT,KDPG,40.183,-112.933,1325.6,20060103,20250822
740035,3145,YUMA MCAS,US,AZ,KNYL,32.65,-114.617,64.9,20050101,20250826
742010,99999,PORT ANGELES CGAS,US,WA,KNOW,48.141,-123.414,4,20060619,20250824
742060,24207,MCCHORD AFB AIRPORT,US,WA,KTCM,47.15,-122.483,98.2,19400722,20250825
742071,24201,GRAY AFF AIRPORT,US,WA,KGRF,47.083,-122.583,91.4,20110101,20250825
742077,3763,ROCKINGHAM COUNTY NC SHILOH AIRPORT,US,NC,KSIF,36.437,-79.851,211.2,20061024,20250826
742078,64773,PLYMOUTH MUNICIPAL AIRPORT,US,NH,K1P1,43.779,-71.754,153.9,20061012,20250826
742079,63876,MASON COUNTY AIRPORT,US,WV,K3I2,38.915,-82.099,196,20061012,20221228
742300,24037,FRANK WILEY FIELD AIRPORT,US,MT,KMLS,46.426,-105.883,800.2,19830531,20250827
742513,53937,EAKER FIELD AIRPORT,US,OK,KDUA,33.942,-96.394,212.8,20060101,20250826
743312,53925,J.L. HELMS SEVIER CO ARPT,US,AR,KDEQ,34.048,-94.402,106.6,20040101,20250827
743700,14715,WHEELER-SACK AAF AIRPORT,US,NY,KGTB,44.05,-75.733,209.7,20060101,20250825
743920,14611,NAVAL AIR STATION,US,ME,KNHZ,43.9,-69.933,21.3,19520101,20250824
743945,14710,MANCHESTER AIRPORT,US,NH,KMHT,42.93,-71.436,69.8,19730101,20250827
743946,54754,BOIRE FIELD AIRPORT,US,NH,KASH,42.783,-71.517,61,20060101,20250826
744104,14763,PITTSFIELD MUNICIPAL AP,US,MA,KPSF,42.427,-73.289,351.2,20060101,20250827
744214,94852,MARION MUNICIPAL AP,US,IN,KMZZ,40.483,-85.683,263,20100114,20250825
744550,94982,DAVENPORT MUNICIPAL AIRPT,US,IA,KDVN,41.613,-90.595,227.5,19960702,20250827
744652,53897,HARRISBURG-RALEIGH AIRPORT,US,IL,KHSB,37.811,-88.549,120.7,20060101,20250825
744653,63814,SPARTA COMMUNITY-HUNTER FIELD AIRPORT,US,IL,KSAR,38.149,-89.699,164,20060101,20250825
744655,4808,AURORA MUNICIPAL AIRPORT,US,IL,KARR,41.771,-88.481,213.7,20060101,20250827
744656,53891,FAIRFIELD MUNICIPAL ARPT,US,IL,KFWC,38.379,-88.413,132.9,20060101,20250825
744657,53887,CENTRALIA MUNICIPAL ARPT,US,IL,KENL,38.515,-89.092,162.8,20060101,20250825
744658,53889,FLORA MUNICIPAL AIRPORT,US,IL,KFOA,38.665,-88.453,143.9,20060101,20250825
744659,53822,OLNEY-NOBLE AIRPORT,US,IL,KOLY,38.722,-88.176,146.9,20060101,20250825
744660,388,JASPER COUNTY AIRPORT,US,IN,KRZL,40.948,-87.183,212.1,20110516,20250825
744662,63817,TAYLORVILLE MINICIPAL ARPT,US,IL,KTAZ,39.534,-89.328,189.6,20060101,20250825
744663,53950,PITTSFIELD-PENSTON MUNI AP,US,IL,KPPQ,39.639,-90.778,216.4,20060101,20250825
744665,4838,PALWAUKEE MUNICIPAL ARPT,US,IL,KPWK,42.121,-87.905,191.6,20060101,20250827
744666,53944,JACKSONVILLE MUNICIPAL AIRPORT,US,IL,KIJX,39.78,-90.238,190.2,20060101,20250825
744667,99999,RAY S MILLER AAF / CAMP RIPLEY MINNESOTA USA,US,MN,KRYM,46.091,-94.361,350.5,20120713,20250824
744672,4862,LOGAN COUNTY AIRPORT,US,IL,KAAA,40.158,-89.335,182,20060101,20250825
744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,US,NY,KJFK,40.639,-73.764,2.7,19730101,20250827
744864,54787,REPUBLIC AIRPORT,US,NY,KFRG,40.734,-73.416,22.8,20060101,20250827
744865,14719,FRANCIS S GABRESKI AP,US,NY,KFOK,40.851,-72.619,13.1,19430718,20250827
744904,94723,LAWRENCE MUNICIPAL AIRPORT,US,MA,KLWM,42.712,-71.126,41.5,20060101,20250827
744907,14753,EAST MILTON,US,MA,KMQE,42.212,-71.114,193.5,20000101,20250101
744910,14703,WESTOVER AFB/METROPOLITAN AIRPORT,US,MA,KCEF,42.2,-72.533,73.5,19410401,20250826
744915,14775,BARNES MUNICIPAL AIRPORT,US,MA,KBAF,42.16,-72.712,80.6,19730105,20250827
744989,14747,CHAUTAUQUA CO/DUNKIRK ARPT,US,NY,KDKK,42.493,-79.276,203.9,19970102,20250827
744994,4741,SCHENECTADY COUNTY AIRPORT,US,NY,KSCH,42.85,-73.95,115.2,19810421,20250825
745046,93242,MADERA MUNICIPAL AIRPORT,US,CA,KMAE,36.985,-120.111,76.6,20060101,20250827
745048,93210,OROVILLE MUNICIPAL AIRPORT,US,CA,KOVE,39.494,-121.622,56.9,20060101,20250827
745056,53120,RAMONA AIRPORT,US,CA,KRNM,33.038,-116.916,422,20060101,20250827
745057,53130,WHITMAN AIRPORT,US,CA,KWHP,34.259,-118.413,305.7,20060101,20250825
745058,23277,WATSONVILLE MUNICIPAL ARPT,US,CA,KWVI,36.939,-121.79,49.5,20060101,20250827
745090,23244,MOFFETT FEDERAL AIRFIELD,US,CA,KNUQ,37.406,-122.048,11.9,19730101,20250825
745160,23202,TRAVIS AIR FORCE BASE,US,CA,KSUU,38.267,-121.933,18.9,19430811,20250825
745310,93065,USAF ACADEMY AIRSTRIP AIRPORT,US,CO,KAFF,38.967,-104.817,2003.2,19671127,20250826
745430,93978,PRATT INDUSTRIAL AIRPORT,US,KR,KPTT,37.702,-98.747,595,20060101,20250826
745431,3998,TRI-CITY AIRPORT,US,KR,KPPF,37.328,-95.504,263.9,20060101,20250827
745700,13840,WRIGHT-PATTERSON AFB AIRPORT,US,OH,KFFO,39.833,-84.05,250.9,19360501,20250825
745890,99999,CHESAPEAKE  VA.,US,,,36.9,-75.717,23,20240830,20240830
745940,13705,ANDREWS AIR FORCE BASE AIRPORT,US,MD,KADW,38.817,-76.867,86,19430619,20250826
745944,93784,BALTIMORE DOWNTOWN,US,MD,KDMH,39.281,-76.611,6.1,19990102,20250827
745946,93786,OCEAN CITY MUNICIPAL ARTP,US,MD,KOXB,38.309,-75.123,1.8,20060101,20250827
745966,3726,CAPE MAY COUNTY AIRPORT,US,NJ,KWWD,39.008,-74.908,7,20060101,20250826
745980,13702,LANGLEY AFB AIRPORT,US,VA,KLFI,37.083,-76.36,3.1,19361001,20250825
745985,63806,BLUE RIDGE AIRPORT,US,VA,KMTV,36.631,-80.018,286.8,20060101,20250826
746110,3182,BICYCLE LAKE FORT IRWIN AAF,US,CA,KBYS,35.283,-116.633,75.6,20050814,20250825
746120,93104,CHINA LAKE,US,CA,KNID,35.686,-117.691,680,19730101,20250827
746140,23112,NELLIS AFB AIRPORT,US,NV,KLSV,36.25,-115.033,570,20050101,20250825
746141,23141,INDIAN SPRING AUX AIRFIELD,US,NV,KINS,36.583,-115.683,954.9,20050103,20250825
746380,99999,MELROSE GUNNERY RANGE,US,NM,K4MR,34.295,-103.786,1326,20101213,20250824
746410,13975,GAGE AIRPORT,US,OK,KGAG,36.297,-99.769,665.9,20100709,20250827
746710,13806,CAMPBELL AAF AIRPORT,US,KY,KHOP,36.667,-87.483,174.7,19430715,20250825
746716,93808,BOW GRN-WARREN CO. RGNL AP,US,KY,KBWG,36.965,-86.424,159.3,19730101,20250826
746720,99999,SABRE AHP,US,TN,KEOD,36.568,-87.481,181.1,20010815,20250824
746925,3741,WARREN FIELD AIRPORT,US,NC,KOCW,35.57,-77.05,11.6,20060101,20250825
746929,3702,DUPLIN COUNTY AIRPORT,US,NC,KDPL,35,-77.982,41.8,20060101,20250825
746930,93737,SIMMONS AAF AIRPORT,US,NC,KFBG,35.133,-78.933,74.4,19610701,20250825
746935,3709,ASHEBORO MUNICIPAL AIRPORT,US,NC,KHBI,35.654,-79.895,205.1,20060101,20250825
746936,3712,HARNETT COUNTY AIRPORT,US,NC,KHRJ,35.379,-78.734,60.4,20060101,20250826
746940,3708,GOLDSBORO-WAYNE MUNI ARPT,US,NC,KGWW,35.46,-77.965,40.8,20060101,20250825
746941,389,MONROE COUNTY AIRPORT,US,MS,KM40,33.873,-88.49,69.2,20120110,20250826
747020,23110,NAVAL AIR STATION,US,CA,KNLC,36.333,-119.95,70.7,19610701,20250827
747040,3102,ONTARIO INTERNATIONAL ARPT,US,CA,KONT,34.053,-117.577,281.6,20050101,20250827
747043,3165,EL MONTE AIRPORT,US,CA,KEMT,34.083,-118.033,90.2,20060101,20250825
747185,3144,IMPERIAL COUNTY AIRPORT,US,CA,KIPL,32.835,-115.577,-16.8,20060101,20250827
747186,3164,CAMPO,US,CA,KCZZ,32.626,-116.468,805,20060101,20201027
747187,3104,DESERT RESORTS RGNL ARPT,US,CA,KTRM,33.632,-116.164,-36,19430712,20250827
747188,23158,BLYTHE AIRPORT,US,CA,KBLH,33.619,-114.715,120.4,19420613,20250827
747320,23002,HOLLOMAN AFB AIRPORT,US,NM,KHMN,32.85,-106.1,1267.4,20060103,20250825
747335,3059,SONORA MUNICIPAL AIRPORT,US,TX,KSOA,30.586,-100.649,652.3,20060101,20250825
747355,53997,COMANCHE COUNTY-CITY AIRPORT,US,TX,KMKN,31.917,-98.6,423.1,20060101,20250825
747360,93042,MUNICIPAL AIRPORT,US,TX,KDHT,36.025,-102.549,1215.5,20050101,20250827
747390,13961,FT WORTH MEACHAM INTL ARPT,US,TX,KFTW,32.825,-97.364,213.6,20050101,20250827
747400,13973,KIMBLE COUNTY AIRPORT,US,TX,KJCT,30.51,-99.766,521.5,19770827,20250827
747460,3904,EASTERWOOD FIELD AIRPORT,US,TX,KCLL,30.591,-96.363,96,20050101,20250827
747540,93915,ALEXANDRIA INTL AIRPORT,US,LA,KAEX,31.335,-92.558,25,20060101,20250825
747560,12816,GAINESVILLE REGIONAL AIRPORT,US,FL,KGNV,29.692,-82.276,40.7,20050101,20250827
747570,93874,GULFPORT-BILOXI INTL ARPT,US,MS,KGPT,30.412,-89.081,4.9,20050101,20250827
747580,13978,GREENWOOD-LEFLORE AIRPORT,US,MS,KGWO,33.496,-90.089,42.7,20050101,20250827
747590,13833,BOBBY L CHAIN MUNI AIRPORT,US,MS,KHBG,31.27,-89.256,44.7,20050101,20250827
747680,13939,MID DELTA REGIONAL AIRPORT,US,MS,KGLH,33.494,-90.981,37.8,20050101,20250827
747681,99999,STENNIS SPACE CENTER MS,US,MS,,30.372,-89.61,21.3,20180515,20210119
747686,13820,KEESLER AIR FORCE BASE,US,MS,KBIX,30.417,-88.917,10.1,19420509,20250825
747688,53858,TRENT LOTT INTL AIRPORT,US,MS,KPQL,30.463,-88.532,2.8,20040101,20250827
747750,13846,TYNDALL AFB AIRPORT,US,FL,KPAM,30.067,-85.583,5.2,19420319,20250825
747760,3818,MARIANNA MUNICIPAL AIRPORT,US,FL,KMAI,30.837,-85.184,32.8,19970602,20250827
747761,99999,TRI CO,US,FL,,30.846,-85.601,25.9,20110713,20211215
747770,3852,HURLBURT FIELD AIRPORT,US,FL,KHRT,30.417,-86.683,11.6,19550705,20250825
747780,99999,EGLIN AFB RANGE NO.52,US,FL,,30.567,-86.317,48,19820723,20210820
747804,13824,HUNTER ARMY AIRFIELD,US,GA,KSVN,32.017,-81.133,12.5,20060101,20250825
747805,63818,STATESBORO-BULLOCK CO ARPT,US,GA,KTBR,32.483,-81.737,57,20060101,20250825
747806,63809,THOMASTON-UPSON CO AIRPORT,US,GA,KOPN,32.955,-84.264,242.6,20060101,20250825
747807,3821,LAGRANGE-CALLAWAY AIRPORT,US,GA,KLGC,33.017,-85.067,207.9,20060101,20250825
747808,63803,GWINNETT CO-BRISCOE FD APT,US,GA,KLZU,33.98,-83.963,323.4,20060101,20250825
747809,3832,WINDER-BORROW AIRPORT,US,GA,KWDR,33.983,-83.668,287.4,20060101,20250825
747810,13857,MOODY AFB AIRPORT,US,GA,KVAD,30.967,-83.2,71,20060103,20250825
747812,63813,COBB CO-MC COLLUM FLD ARPT,US,GA,KRYY,34.013,-84.599,317,20060101,20250825
747820,53860,CRAIG MUNICIPAL AIRPORT,US,FL,KCRG,30.337,-81.513,11.9,20050101,20250827
747830,12849,FT LAUD/HOLLYWOOD INTL APT,US,FL,KFLL,26.079,-80.162,1,20050101,20250827
747870,12834,DAYTONA BEACH INTERNATIONAL AIRPORT,US,FL,KDAB,29.174,-81.072,7.9,20050101,20250827
747880,12810,MAC DILL AFB AIRPORT,US,FL,KMCF,27.85,-82.517,4.3,19410501,20250825
747900,13849,SHAW AIR FORCE BASE,US,SC,KSSC,33.967,-80.467,73.5,19411222,20250825
747910,13717,MYRTLE BEACH INTL AIRPORT,US,SC,KMYR,33.683,-78.933,7.6,19421101,20250825
747915,93718,GRAND STRAND AIRPORT,US,SC,KCRE,33.816,-78.72,8.8,19730101,20250827
747917,390,MT PLEASANT REGIONAL AIRPORT FASION FIELD,US,SC,KLRO,32.9,-79.783,4.3,20090101,20250825
747918,391,GEORGETOWN COUNTY AIRPORT,US,SC,KGGE,33.317,-79.317,12.2,20090510,20250825
747930,12843,VERO BEACH MUNICIPAL AIRPORT,US,FL,KVRB,27.655,-80.414,5.7,20100801,20250827
747931,12876,WINTER HAVEN'S GILBERT APT,US,FL,KGIF,28.061,-81.757,43.5,20050101,20250827
747940,12868,COCOA BEACH CAPE KENNEDY AFS,US,FL,KXMR,28.483,-80.567,3.1,19500801,20250825
747946,12886,KENNEDY SPACE CENTER,US,FL,KTTS,28.617,-80.683,3.1,20060101,20250825
747950,12867,PATRICK AFB AIRPORT,US,FL,KCOF,28.233,-80.6,2.4,19450301,20250825
747960,99999,AVON PARK GUNNERY RANGE,US,FL,KAGR,27.65,-81.33,20,20180515,20250824
749005,99999,TIBENHAM AIRFIELD,GB,,,52.457,1.162,52,19440701,20250824
749045,99999,SEBRING RGNL,US,FL,KSEF,27.456,-81.342,19.2,19420401,20250824
749048,415,KEYSTONE AIRPARK,US,FL,K42J,29.845,-82.048,60.1,20110312,20250826
749077,99999,STURGIS MUNI,US,KY,KTWT,37.541,-87.952,113.4,19440306,20250824
749167,99999,PINAL AIRPARK,US,AZ,KMZJ,32.511,-111.328,576.7,19420912,20250824
749171,479,TEHACHAPI MUNICIPAL AIRPORT,US,CA,KTSP,35.135,-118.439,1219.5,20091209,20250825
749173,99999,COOLIDGE MUNI,US,AZ,KP08,32.936,-111.427,479.8,19440711,20250824
749179,392,HOLLISTER MUNICIPAL AIRPORT,US,CA,KCVH,36.9,-121.417,72.2,20090201,20250825
749230,393,TELLER AIRPORT,US,AK,PATE,65.233,-166.35,89,20090201,20250825
749483,394,JACKSON COUNTY AIRPORT,US,GA,K19A,34.147,-83.561,290.2,20110927,20250825
749484,395,SOUTH COUNTY AIRPORT OF SANTA CLARA COUNTY,US,CA,KE16,37.082,-121.597,86.3,20111001,20250825
749485,396,ROHNERVILLE AIRPORT,US,CA,KFOT,40.554,-124.133,119.2,20110921,20250825
749486,397,NEVADA COUNTY AIR PARK,US,CA,KGOO,39.224,-121.003,961,20110921,20250825
760013,99999,GENERAL ABELARDO L RODRIGUEZ INTL / TIJUANA INTL,MX,,MMTJ,32.541,-116.97,149,19900314,20250824
760053,99999,GENERAL RODOLFO SANCHEZ TABOADA INTL / MEXICALI INTL,MX,,MMML,32.631,-115.242,22.6,19900314,20250824
760400,99999,EJIDO NUEVO LEON BC.,MX,,,32.4,-115.183,11,19911114,20250824
760500,99999,ENSENADA BC,MX,,,31.667,-116.567,10,19490601,20230713
760550,99999,SAN FELIPE  BCN,MX,,,31.033,-114.85,15,19810601,20250824
760610,99999,PUERTO PENASCO  SON.,MX,,,31.3,-113.55,62,19490201,20250824
760753,99999,ABRAHAM GONZALEZ INTL / CIUDAD JUAREZ INTL,MX,,MMCS,31.636,-106.429,1189.9,19900314,20250824
761130,99999,ALTAR  SON.,MX,,,30.717,-111.833,398,19490201,20250823
761180,99999,PILARES DE NACOZARI   SON.,MX,,,30.367,-109.683,1041,19490201,20250824
761220,99999,NUEVA CASAS GRANDES   CHIH.,MX,,,30.367,-107.95,1487,19490301,20250824
761600,99999,GENERAL IGNACIO P GARCIA INTL / HERMOSILLO INTL,MX,,MMHO,29.096,-111.048,191.1,19490402,20250824
762200,99999,TEMOSACHIC  CHIH.,MX,,,28.95,-107.817,1932,19490101,20250824
762250,99999,CHIHUAHUA  CHIH.,MX,,,28.633,-106.083,1433,19520301,20240702
762253,99999,GENERAL R FIERRO VILLALOBOS INTL / CHIHUAHUA INTL,MX,,MMCU,28.703,-105.965,1360,19900111,20250824
762430,99999,PIEDRAS NEGRAS INTL,MX,,MMPG,28.627,-100.535,274.6,19730103,20250824
762530,99999,SANTA ROSALIA  BCS,MX,,,27.283,-112.25,82,19790701,20250824
762555,99999,GENERAL JOSE MARIA YANEZ INTL / GUAYMAS INTL,MX,,MMGM,27.969,-110.925,18,19750617,20250824
762560,99999,EMPALME  SON.,MX,,,27.95,-110.767,12,19770101,20250824
762580,99999,CIUDAD OBREGON  SON,MX,,,27.483,-109.917,38,19730101,20250731
762863,99999,QUETZALCOATL INTL / NUEVO LAREDO,MX,,MMNL,27.444,-99.57,147.5,19900314,20250824
763050,99999,LORETO INTL,MX,,MMLT,25.989,-111.348,10.4,19801018,20250824
763110,99999,CHOIX  SIN.,MX,,,26.733,-108.283,238,19760317,20250824
763230,99999,HIDALGO DEL PARRAL   CHIH.,MX,,,26.933,-105.667,1661,19780301,20250824
763420,99999,MONCLOVA INTL,MX,,MMMV,26.956,-101.47,568.1,19490108,20250824
763490,99999,CAMARGO,MX,,,26.317,-98.833,68,19490701,20210823
763503,99999,GENERAL LUCIO BLANCO INTL / REYNOSA INTL,MX,,MMRX,26.009,-98.229,42.4,19900314,20250824
763615,99999,VALLE DEL FUERTE INTL / LOS MOCHIS INTL,MX,,MMLM,25.685,-109.081,4.9,19750701,20250824
763730,99999,TEPEHUANES  DGO.,MX,,,25.35,-105.75,1967,19821001,20250822
763820,99999,TORREON INTL,MX,,MMTC,25.568,-103.411,1124.1,19490101,20250824
763900,99999,PLAN DE GUADALUPE INTL / SALTILLO INTL,MX,,MMIO,25.549,-100.929,1456.3,19730101,20250824
763930,99999,MONTERREY  N.L.,MX,,,25.733,-100.3,515,19730101,20250824
763940,99999,DEL NORTE INTL,MX,,MMAN,25.866,-100.237,449.9,19730101,20250824
763943,99999,GENERAL MARIANO ESCOBEDO INTL / MONTERREY INTL,MX,,MMMY,25.778,-100.107,389.5,19900601,20250824
763993,99999,GENERAL SERVANDO CANALES INTL / MATAMOROS INTL,MX,,MMMA,25.77,-97.525,7.6,19900314,20250824
764010,99999,PUERTO CORTES,MX,,,22.467,-111.533,5,19490212,20230616
764020,99999,CIUDAD CONSTITUCION  BCS,MX,,,25,-111.633,48,19801011,20250824
764050,99999,LA PAZ  BCS,MX,,,24.167,-110.3,18,19520807,20250824
764055,99999,GENERAL MANUEL MARQUEZ DE LEON INTL / LA PAZ INTL,MX,,MMLP,24.073,-110.362,21,19750618,20250824
764056,99999,LOS CABOS INTL / SAN JOSE DEL CABO INTL,MX,,MMSD,23.152,-109.721,114,19910321,20250824
764120,99999,CULIACAN INTL,MX,,MMCL,24.765,-107.475,32.9,19730101,20250824
764230,99999,DURANGO  DGO.,MX,,,24.05,-104.6,1872,19730101,20250824
764235,99999,DURANGO INTL,MX,,MMDO,24.124,-104.528,1860.5,19750618,20250824
764580,99999,COLONIA JUAN CARRASCO MAZATLAN  SIN.,MX,,,23.2,-106.417,4,19730102,20250824
764593,99999,GENERAL RAFAEL BUELNA INTL / MAZATLAN INTL,MX,,MMMZ,23.161,-106.266,11.6,19900501,20250824
764710,99999,SOMBRERETE  ZAC.,MX,,,23.633,-103.65,2351,19780401,20250824
764900,99999,ISLA PEREZ,MX,,,22.383,-89.683,1.5,19730919,20250221
764910,99999,CIUDAD VICTORIA   TAMPS.,MX,,,23.742,-99.17,336,19490101,20250824
764915,99999,GENERAL PEDRO JOSE MENDEZ INTL / CIUDAD VICTORIA INTL,MX,,MMCV,23.704,-98.957,232,19750618,20250824
764990,99999,SOTO LA MARINA   TAMPS.,MX,,,23.767,-98.2,21,19491101,20250824
765190,99999,COLOTLAN  JAL.,MX,,,22.1,-103.267,1673,19760401,20250824
765250,99999,ZACATECAS  ZAC. (LA BUFA  ZAC.),MX,,,22.783,-102.567,2612,19730109,20250824
765255,99999,GENERAL LEOBARDO C RUIZ INTL / ZACATECAS INTL,MX,,MMZC,22.897,-102.687,2176.6,19840908,20250824
765260,99999,ZACATECAS ZAC.,MX,,,22.75,-102.5,-999.9,20051211,20250808
765390,99999,PONCIANO ARRIAGA INTL / SAN LUIS POTOSI INTL,MX,,MMSP,22.254,-100.931,1839.5,19730101,20250824
765480,99999,TAMPICO  TAMPS,MX,,,22.2,-97.85,25,19730101,20250824
765493,99999,GENERAL FRANCISCO JAVIER MINA INTL / TAMPICO INTL,MX,,MMTM,22.296,-97.866,24.4,19900503,20250824
765560,99999,TEPIC,MX,,MMEP,21.419,-104.843,920.5,19730112,20250824
765710,99999,JESUS TERAN INTL / AGUASCALIENTES INTL,MX,,MMAS,21.705,-102.318,1862.9,19730101,20250824
765730,99999,LAGOS DE MORENO  JAL.,MX,,,21.35,-101.917,1942,19730109,20250824
765770,99999,GUANAJUATO  GTO.,MX,,,21,-101.283,1999,19730101,20250824
765773,99999,GUANAJUATO INTL / LEON INTL,MX,,MMLO,20.983,-101.483,1815.4,19900724,20250824
765801,99999,CAYO ARENAS,MX,,,22.133,-91.4,3,20171116,20240823
765810,99999,RIO VERDE  S.L.P.,MX,,,21.933,-99.983,983,19730101,20250824
765850,99999,MATLAPA  S.L.P.,MX,,,21.317,-98.817,132,19790701,20250823
765930,99999,PROGRESO  YUC.,MX,,,21.3,-89.65,2,19730103,20250824
765950,99999,CANCUN INTL,MX,,MMUN,21.037,-86.877,6.1,19990315,20250824
766013,99999,LICENCIADO GUSTAVO DIAZ ORDAZ INTL / PUERTO VALLARTA INTL,MX,,MMPR,20.68,-105.254,7,19900501,20250824
766120,99999,GUADALAJARA  JAL.,MX,,,20.667,-103.383,1551,19730101,20250824
766127,99999,TAJIN / POZA RICA,MX,,MMPA,20.603,-97.461,151.5,19990114,20250824
766133,99999,DON MIGUEL HIDALGO Y COSTILLA INTL / GUADALAJARA INTL,MX,,MMGL,20.522,-103.311,1528.9,19900501,20250824
766250,99999,QUERETARO INTERCONTINENTAL,MX,,MMQT,20.617,-100.186,1919,19730101,20250824
766320,99999,PACHUCA  HGO.,MX,,,20.133,-98.75,2435,19730101,20250824
766340,99999,TULANCINGO  HGO.,MX,,MMTL,20.083,-98.367,2181,19730106,20250824
766400,99999,TUXPAN.VER.,MX,,,20.95,-97.4,28,19730101,20250824
766420,99999,TRIANGULOS REEFS,MX,,,20.967,-92.317,2,19730101,20201207
766440,99999,LICENCIADO MANUEL CRESCENCIO REJON INT / MERIDA INTL,MX,,MMMD,20.937,-89.658,11.6,19730101,20250824
766470,99999,VALLADOLID  YUC.,MX,,,20.683,-88.2,27,19730103,20250824
766480,99999,COZUMEL INTL,MX,,MMCZ,20.522,-86.926,9.1,19730103,20250824
766534,99999,PLAYA DE ORO INTL / MANZANILLO INTL,MX,,MMZO,19.145,-104.559,9.1,19780420,20250824
766540,99999,MANZANILLO  COL.,MX,,,19.05,-104.317,3,19730102,20250824
